OrderID	CustomerID	OrderDate	ShippedDate	CustomerName	Department	Region	OrderType	ProductCategory	SKU	Priority	Status	ShipMethod	Units	UnitCost	UnitPrice	DiscountRate	OrderTotal	AssignedRep
ORD-100372	CUST-10107	06.10.2024		Harbor Foundation	Marketing	Central	Services	Hardware	SKU-R3167	Medium	Approved	Ground	12	 $17.63 	 $22.92 	10%	 $247.54 	Skyler Jackson
ORD-100373	CUST-10195	05.10.2025		Redwood Partners	Finance	West	Hardware	Tech Accessories	SKU-Z7916	High	Approved	Overnight	10	 $14.05 	 $19.67 	15%	 $167.20 	Reese Lee
ORD-100374	CUST-10024	04.10.2024		Redwood Systems	Sales	West	Hardware	Cleaning	SKU-Y3143	Low	New	Overnight	5	 $29.64 	 $41.50 	0%	 $207.50 	Jamie Johnson
ORD-100375	CUST-10041	25.02.2025	27.02.2025	Redwood Partners	Finance	Central	Office Supplies	Breakroom	SKU-Y1320	Medium	Fulfilled	Ground	12	 $20.81 	 $29.13 	5%	 $332.08 	Emerson Martinez
ORD-100376	CUST-10004	29.04.2024		Vertex Logistics	Operations	Central	Office Supplies	Hardware	SKU-S4608	Medium	New	Pickup	5	 $13.03 	 $16.29 	10%	 $73.31 	Jordan Lee
ORD-100377	CUST-10181	16.12.2024		 Vertex Industries  	IT	West	Office Supplies	Software	SKU-B1893	Low	Approved	2-Day	1	 $22.45 	 $29.18 	15%	 $24.80 	Taylor Brown
ORD-100378	CUST-10053	10.11.2024	18.11.2024	 Summit Enterprises  	HR	East	Services	Services	SKU-U4919	Medium	Fulfilled	Ground	10	 $58.01 	 $72.51 	0%	 $725.10 	Sawyer Garcia
ORD-100379	CUST-10050	17.03.2025	18.03.2025	Evergreen Associates	Finance	East	Office Supplies	Tech Accessories	SKU-X8777	Medium	Fulfilled	Pickup	3	 $24.05 	 $31.27 	0%	 $93.81 	Blake Martinez
ORD-100380	CUST-10170	08.03.2024	11.03.2024	Bright Partners	Finance	East	Software	Breakroom	SKU-E1685	Low	Delayed	2-Day	2	 $29.32 	 $36.65 	10%	 $65.97 	Skyler Jackson
ORD-100381	CUST-10007	17.11.2025		Pioneer Industries	Finance	Central	Office Supplies	Tech Accessories	SKU-J2771	Medium	Approved	Overnight	3	 $29.39 	 $39.68 	0%	 $119.04 	Finley White
ORD-100382	CUST-10061	27.05.2025	31.05.2025	Harbor Partners	Sales		Hardware	Hardware	SKU-M3503	High	Fulfilled	Ground	2	 $38.55 	 $53.97 	10%	 $97.15 	Skyler Jackson
ORD-100383	CUST-10193	15.10.2024	25.10.2024	Northstar Holdings	Sales	East	Office Supplies	Services	SKU-B5082	Medium	Delayed	Pickup	20	 $29.93 	 $38.91 	0%	 $778.20 	Cameron Robinson
ORD-100384	CUST-10172	08.07.2024		Crescent Consulting	Finance	West	Office Supplies	Ergonomics	SKU-L4673	Medium	Approved	2-Day	2	 $15.73 	 $19.66 	10%	 $35.39 	Taylor Brown
ORD-100385	CUST-10194	21.02.2025		Summit Enterprises	IT		Office Supplies	Cleaning	SKU-Z7745	High	New	Overnight	10	 $34.34 	 $44.64 	15%	 $379.44 	Reese Lee
ORD-100386	CUST-10021	24.07.2025	28.07.2025	Pioneer Consulting	IT	West	Hardware	Hardware	SKU-M2964	Medium	Fulfilled	Overnight	10	 $27.34 	 $39.64 	15%	 $336.94 	Emerson Martinez
ORD-100387	CUST-10074	21.07.2025	24.07.2025	Crescent Solutions	Procurement	Central	Office Supplies	Hardware	SKU-Q1434	Low	Delayed	Pickup	2	 $35.03 	 $50.79 	15%	 $86.34 	Avery Thomas
ORD-100388	CUST-10172	14.01.2024	21.01.2024	Crescent Consulting	Finance	West	Office Supplies	Tech Accessories	SKU-B5136	Medium	Fulfilled	Ground	20	 $69.23 	 $86.54 	0%	 $1’730.80 	Blake Patel
ORD-100389	CUST-10026	12.12.2025		Crescent Industries	Marketing	East	Services	Hardware	SKU-F8573	Low	New	2-Day	5	 $19.01 	 $27.56 	0%	 $137.80 	Skyler Jackson
ORD-100390	CUST-10031	01.09.2025		Canyon Consulting	HR	Central	Software	Services	SKU-C1653	Medium	Approved	Overnight	2	 $12.90 	 $18.70 	15%	 $31.79 	Blake Patel
ORD-100391	CUST-10170	30.12.2024	01.01.2025	Bright Partners	Sales	East	Services	Hardware	SKU-S4608	Low	Fulfilled	2-Day	2	 $13.03 	 $16.29 	5%	 $30.95 	Jamie Anderson
ORD-100392	CUST-10127	13.09.2024		Vertex Services	HR	West	Hardware	Services	SKU-B5082	High	New	Ground	5	 $29.93 	 $38.91 	0%	 $194.55 	Jamie Johnson
ORD-100393	CUST-10045	25.11.2025		Harbor Enterprises	Operations	Central	Hardware	Cleaning	SKU-Y1916	Medium	Approved	Ground	10	 $18.99 	 $25.64 	0%	 $256.40 	Sawyer Allen
ORD-100394	CUST-10119	16.06.2025	17.06.2025	Crescent Industries	HR	West	Office Supplies	Software	SKU-J4450	Medium	Fulfilled	Overnight	1	 $19.04 	 $25.70 	10%	 $23.13 	Casey Brown
ORD-100395	CUST-10030	02.02.2024	11.02.2024	Pioneer Group	Operations	Central	Hardware	Cleaning	SKU-D5808	Low	Fulfilled	Ground	1	 $14.89 	 $20.85 	0%	 $20.85 	Finley White
ORD-100396	CUST-10180	06.11.2025	14.11.2025	Apex Holdings	HR	East	Hardware	Breakroom	SKU-V3851	High	Fulfilled	Pickup	3	 $12.71 	 $17.79 	0%	 $53.37 	Sawyer Patel
ORD-100397	CUST-10175	06.11.2025	14.11.2025	Cobalt Logistics	Sales	East	Hardware	Hardware	SKU-V5088	Medium	Fulfilled	Ground	1	 $19.85 	 $28.78 	5%	 $27.34 	Blake Martinez
ORD-100398	CUST-10157	28.08.2025		Canyon Group	Marketing	West	Office Supplies	Software	SKU-J4443	Low	Approved	Ground	1	 $38.36 	 $53.70 	10%	 $48.33 	Sawyer Lee
ORD-100399	CUST-10089	11.05.2024	18.05.2024	Bright Enterprises	Procurement	Central	Software	Services	SKU-C1653	High	Delayed	Overnight	1	 $12.90 	 $18.70 	5%	 $17.77 	Jamie Anderson
ORD-100400	CUST-10105	19.12.2024		Crescent Consulting	IT	West	Office Supplies	Cleaning	SKU-B1821	Medium	Approved	Overnight	20	 $8.35 	 $12.11 	10%	 $217.98 	Morgan Brown
ORD-100401	CUST-10078	05.12.2025		Redwood Associates	Finance	East	Office Supplies	Breakroom	SKU-Y1320	High	Approved	Pickup	10	 $20.81 	 $29.13 	15%	 $247.61 	Jamie Young
ORD-100402	CUST-10107	04.08.2025		Harbor Foundation	IT	Central	Office Supplies	Paper & Printing	SKU-E5333	Medium	New	Overnight	1	 $16.51 	 $23.94 	5%	 $22.74 	Sawyer Patel
ORD-100403	CUST-10146	03.02.2025	09.02.2025	Harbor Group	Finance	West	Software	Paper & Printing	SKU-H4139	High	Fulfilled	Overnight	3	 $67.95 	 $88.34 	5%	 $251.77 	Jordan Lee
ORD-100404	CUST-10076	19.06.2024	24.06.2024	Blue Ridge Systems	IT	West	Services	Services	SKU-E4111	Medium	Fulfilled	Ground	1	 $27.52 	 $34.40 	10%	 $30.96 	Skyler Jackson
ORD-100405	CUST-10076	28.09.2024	30.09.2024	Blue Ridge Systems	Sales	West	Office Supplies	Ergonomics	SKU-U9856	Medium	Fulfilled	Ground	10	 $13.71 	 $17.82 	15%	 $151.47 	Sawyer Patel
ORD-100406	CUST-10069	29.08.2025		Silverline Associates	Finance	West	Hardware	Tech Accessories	SKU-P9502	Medium	Approved	Overnight	3	 $37.10 	 $48.23 	0%	 $144.69 	Cameron Garcia
ORD-100407	CUST-10076	05.11.2024		Blue Ridge Systems	Operations	West	Hardware	Paper & Printing	SKU-H2940	Medium	Approved	Overnight	12	 $28.27 	 $40.99 	10%	 $442.69 	Jordan Lee
ORD-100408	CUST-10046	09.04.2025		Crescent Consulting	Finance	East	Hardware	Tech Accessories	SKU-V8787	Medium	Approved	Pickup	20	 $11.21 	 $15.13 	0%	 $302.60 	Sawyer Allen
ORD-100409	CUST-10068	30.01.2026	31.01.2026	Vertex Enterprises	Marketing	West	Hardware	Hardware	SKU-V5088	Medium	Fulfilled	Pickup	10	 $19.85 	 $28.78 	10%	 $259.02 	Cameron Garcia
ORD-100410	CUST-10093	18.06.2025	24.06.2025	Crescent Solutions	Operations	East	Office Supplies	Hardware	SKU-M3503	High	Fulfilled	Overnight	2	 $38.55 	 $53.97 	5%	 $102.54 	Jamie Young
ORD-100411	CUST-10052	06.03.2024	10.03.2024	Summit Solutions	Procurement	Central	Office Supplies	Ergonomics	SKU-D2232	Low	Fulfilled	Overnight	2	 $9.30 	 $12.56 	15%	 $21.35 	Skyler Clark
ORD-100412	CUST-10029	19.02.2025	26.02.2025	Riverbend Industries	HR	East	Office Supplies	Paper & Printing	SKU-H4139	Medium	Fulfilled	Pickup	20	 $67.95 	 $88.34 	5%	 $1’678.46 	Casey Brown
ORD-100413	CUST-10009	08.03.2025		 Harbor Services  	HR	Central	Office Supplies	Cleaning	SKU-B1821	High	Approved	Overnight	5	 $8.35 	 $12.11 	15%	 $51.47 	Casey Brown
ORD-100414	CUST-10010	29.06.2024	04.07.2024	Silverline Industries	Marketing	Central	Hardware	Software	SKU-Q6491	High	Fulfilled	Ground	5	 $23.58 	 $31.83 	0%	 $159.15 	Skyler Clark
ORD-100415	CUST-10093	06.03.2024	16.03.2024	Crescent Solutions	Marketing	East	Hardware	Cleaning	SKU-I2137	High	Delayed	2-Day	2	 $15.46 	 $22.42 	0%	 $44.84 	Jamie Anderson
ORD-100416	CUST-10030	22.01.2026	26.01.2026	Pioneer Group	Sales	Central	Hardware	Services	SKU-D5061	Medium	Fulfilled	Overnight	3	 $26.08 	 $35.21 	5%	 $100.35 	Morgan Brown
ORD-100417	CUST-10197	06.09.2025	09.09.2025	Vertex Industries	Procurement	Central	Office Supplies	Hardware	SKU-W2139	Low	Fulfilled	2-Day	12	 $37.42 	 $50.52 	5%	 $575.93 	Skyler Jackson
ORD-100418	CUST-10054	19.04.2024	21.04.2024	Harbor Systems	IT	East	Office Supplies	Software	SKU-H6912	Medium	Fulfilled	Pickup	2	 $15.78 	 $19.72 	10%	 $35.50 	Avery Thomas
ORD-100419	CUST-10108	20.11.2024	26.11.2024	Blue Ridge Partners	Operations	Central	Hardware	Paper & Printing	SKU-X4155	Low	Fulfilled	2-Day	5	 $19.47 	 $28.23 	0%	 $141.15 	Jamie Johnson
ORD-100420	CUST-10165	11.11.2024	15.11.2024	Riverbend Associates	Sales		Office Supplies	Hardware	SKU-O5557	Medium	Fulfilled	Ground	3	 $56.69 	 $79.37 	15%	 $202.39 	Sawyer Allen
ORD-100421	CUST-10098	16.09.2024	24.09.2024	Apex Systems	IT	East	Hardware	Hardware	SKU-F8573	Medium	Delayed	Ground	5	 $19.01 	 $27.56 	10%	 $124.02 	Taylor Brown
ORD-100422	CUST-10100	01.02.2025	09.02.2025	Blue Ridge Associates	IT	East	Office Supplies	Services	SKU-C1653	Low	Fulfilled	Overnight	10	 $12.90 	 $18.70 	0%	 $187.00 	Finley White
ORD-100423	CUST-10196	08.10.2025	14.10.2025	Bright Enterprises	Marketing	West	Office Supplies	Hardware	SKU-A3496	High	Fulfilled	Pickup	10	 $18.62 	 $26.07 	5%	 $247.67 	Jamie Young
ORD-100424	CUST-10025	04.01.2026		Harbor Enterprises	Procurement	Central	Office Supplies	Cleaning	SKU-D5808	Medium	New	Pickup	3	 $14.89 	 $20.85 	10%	 $56.30 	Casey Brown
ORD-100425	CUST-10116	25.01.2026	26.01.2026	Crescent Foundation	Marketing	Central	Office Supplies	Hardware	SKU-V5088	High	Fulfilled	Pickup	2	 $19.85 	 $28.78 	15%	 $48.93 	Taylor Smith
ORD-100426	CUST-10160	14.02.2025		Summit Systems	IT	Central	Office Supplies	Ergonomics	SKU-Q4130	High	New	2-Day	12	 $28.87 	 $40.42 	10%	 $436.54 	Sawyer Allen
ORD-100427	CUST-10115	24.02.2025		Cobalt Associates	Operations	East	Software	Breakroom	SKU-W5844	High	New	Overnight	1	 $13.35 	 $17.36 	0%	 $17.36 	Skyler Jackson
ORD-100428	CUST-10094	27.03.2024	05.04.2024	Pioneer Services	HR	West	Office Supplies	Breakroom	SKU-W4249	Medium	Fulfilled	2-Day	1	 $18.33 	 $22.91 	0%	 $22.91 	Sawyer Garcia
ORD-100429	CUST-10160	24.10.2025		Summit Systems	HR	Central	Services	Hardware	SKU-M3503	Low	Approved	2-Day	1	 $38.55 	 $53.97 	0%	 $53.97 	Blake Patel
ORD-100430	CUST-10153	24.09.2025		Evergreen Industries	IT	West	Office Supplies	Software	SKU-B2512	Low	New	Ground	2	 $43.88 	 $54.85 	0%	 $109.70 	Cameron Robinson
ORD-100431	CUST-10197	22.06.2025		Vertex Industries	Operations	Central	Software	Tech Accessories	SKU-X8777	Medium	Approved	2-Day	1	 $24.05 	 $31.27 	0%	 $31.27 	Blake Martinez
ORD-100432	CUST-10097	21.10.2024		Redwood Foundation	HR	East	Office Supplies	Tech Accessories	SKU-J2771	Medium	Approved	Overnight	3	 $29.39 	 $39.68 	15%	 $101.18 	Sawyer Allen
ORD-100433	CUST-10046	12.07.2024		Crescent Consulting	Operations	East	Software	Breakroom	SKU-B8711	High	Cancelled	2-Day	1	 $43.25 	 $60.55 	10%	 $54.50 	Emerson Martinez
ORD-100434	CUST-10149	11.09.2024	15.09.2024	Evergreen Associates	Marketing	Central	Hardware	Ergonomics	SKU-C4750	High	Fulfilled	Overnight	3	 $46.00 	 $62.10 	15%	 $158.36 	Blake Patel
ORD-100435	CUST-10181	31.12.2025		 Vertex Industries  	Operations	West	Software	Hardware	SKU-V5088	Medium	New	Ground	2	 $19.85 	 $28.78 	0%	 $57.56 	Jordan White
ORD-100436	CUST-10090	28.08.2024	06.09.2024	Redwood Associates	Sales	Central	Services	Breakroom	SKU-V3851	Low	Fulfilled	Ground	3	 $12.71 	 $17.79 	0%	 $53.37 	Blake Martinez
ORD-100437	CUST-10077	26.09.2025	01.10.2025	Cobalt Partners	Operations	East	Hardware	Services	SKU-W3506	High	Delayed	Ground	2	 $41.79 	 $60.60 	10%	 $109.08 	Finley White
ORD-100438	CUST-10126	22.06.2024		Riverbend Foundation	IT	Central	Software	Services	SKU-V4501	High	Approved	Pickup	10	 $51.72 	 $67.24 	0%	 $672.40 	Blake Martinez
ORD-100439	CUST-10011	29.04.2024		Harbor Associates	HR	West	Hardware	Cleaning	SKU-A9098	Low	Approved	Overnight	1	 $19.77 	 $27.68 	5%	 $26.30 	Reese Lee
ORD-100440	CUST-10194	26.09.2024		Summit Enterprises	IT		Hardware	Software	SKU-J4443	Medium	New	Pickup	10	 $38.36 	 $53.70 	0%	 $537.00 	Casey Brown
ORD-100441	CUST-10112	04.11.2025		Cobalt Industries	Finance	Central	Office Supplies	Hardware	SKU-S2290	High	Approved	Pickup	3	 $25.46 	 $31.83 	0%	 $95.49 	Finley White
ORD-100442	CUST-10111	23.12.2025		Apex Holdings	Finance	East	Services	Services	SKU-D5061	Low	New	Overnight	1	 $26.08 	 $35.21 	15%	 $29.93 	Casey Brown
ORD-100443	CUST-10126	11.05.2025		Riverbend Foundation	Finance	Central	Software	Paper & Printing	SKU-L6635	Low	New	Ground	10	 $21.57 	 $26.96 	0%	 $269.60 	Reese Lee
ORD-100444	CUST-10191	03.07.2024	12.07.2024	Silverline Systems	Sales	East	Software	Services	SKU-U4919	Medium	Fulfilled	2-Day	20	 $58.01 	 $72.51 	10%	 $1’305.18 	Sawyer Garcia
ORD-100445	CUST-10106	07.08.2025		Pioneer Associates	Finance	West	Office Supplies	Cleaning	SKU-A2889	Medium	New	Overnight	10	 $20.70 	 $30.01 	0%	 $300.10 	Reese Lee
ORD-100446	CUST-10100	28.11.2025	06.12.2025	Blue Ridge Associates	IT	East	Hardware	Services	SKU-C1653	Low	Fulfilled	2-Day	10	 $12.90 	 $18.70 	0%	 $187.00 	Morgan Brown
ORD-100447	CUST-10116	25.12.2025		Crescent Foundation	Marketing	Central	Services	Hardware	SKU-G8933	Medium	New	Ground	3	 $20.32 	 $25.40 	15%	 $64.77 	Skyler Clark
ORD-100448	CUST-10187	08.04.2025		Summit Associates	Marketing	Central	Services	Tech Accessories	SKU-L3646	Low	New	Ground	10	 $54.93 	 $79.65 	15%	 $677.03 	Reese Lee
ORD-100449	CUST-10190	26.11.2024		Northstar Partners	Finance	Central	Hardware	Software	SKU-Q3927	Medium	New	Overnight	3	 $11.28 	 $15.23 	0%	 $45.69 	Taylor Brown
ORD-100450	CUST-10005	12.02.2025		Northstar Associates	Procurement	West	Office Supplies	Hardware	SKU-R3167	Medium	Approved	2-Day	20	 $17.63 	 $22.92 	0%	 $458.40 	Reese Lee
ORD-100451	CUST-10188	17.05.2025	23.05.2025	Summit Holdings	Procurement	West	Services	Software	SKU-J4450	Low	Fulfilled	Overnight	10	 $19.04 	 $25.70 	15%	 $218.45 	Jamie Anderson
ORD-100452	CUST-10125	08.06.2025	14.06.2025	Redwood Partners	Operations	Central	Software	Paper & Printing	SKU-Z1672	Medium	Fulfilled	Pickup	3	 $32.53 	 $43.92 	0%	 $131.76 	Jamie Young
ORD-100453	CUST-10111	20.09.2025		Apex Holdings	Marketing	East	Office Supplies	Cleaning	SKU-Y8251	High	Approved	Pickup	1	 $57.16 	 $82.88 	15%	 $70.45 	Taylor Brown
ORD-100454	CUST-10126	25.10.2025		Riverbend Foundation	Sales	Central	Hardware	Paper & Printing	SKU-E5333	Medium	Approved	Pickup	2	 $16.51 	 $23.94 	0%	 $47.88 	Jamie Johnson
ORD-100455	CUST-10032	03.11.2024	12.11.2024	Summit Consulting	Marketing	East	Services	Cleaning	SKU-Z5232	Low	Fulfilled	Overnight	2	 $10.97 	 $15.91 	10%	 $28.64 	Sawyer Lee
ORD-100456	CUST-10131	19.03.2024	29.03.2024	Apex Group	Finance	Central	Hardware	Ergonomics	SKU-C4750	Medium	Fulfilled	Overnight	3	 $46.00 	 $62.10 	0%	 $186.30 	Blake Martinez
ORD-100457	CUST-10004	24.03.2024	31.03.2024	Vertex Logistics	Finance	Central	Software	Services	SKU-C1878	Medium	Fulfilled	Pickup	20	 $27.00 	 $39.15 	0%	 $783.00 	Morgan Brown
ORD-100458	CUST-10080	22.12.2025	26.12.2025	Northstar Partners	Sales	East	Software	Paper & Printing	SKU-N9565	Low	Fulfilled	Overnight	3	 $36.82 	 $47.87 	0%	 $143.61 	Finley White
ORD-100459	CUST-10191	08.07.2024	10.07.2024	Silverline Systems	Sales	East	Office Supplies	Breakroom	SKU-U8517	Medium	Fulfilled	Ground	12	 $8.57 	 $11.14 	0%	 $133.68 	Blake Patel
ORD-100460	CUST-10167	14.01.2024	24.01.2024	Vertex Industries	Operations	West	Hardware	Hardware	SKU-S4608	Medium	Fulfilled	Pickup	1	 $13.03 	 $16.29 	0%	 $16.29 	Skyler Clark
ORD-100461	CUST-10077	04.01.2025		Cobalt Partners	Finance	East	Office Supplies	Cleaning	SKU-Z5232	High	New	Ground	1	 $10.97 	 $15.91 	15%	 $13.52 	Skyler Jackson
ORD-100462	CUST-10123	28.01.2024	05.02.2024	Pioneer Holdings	Marketing	West	Office Supplies	Paper & Printing	SKU-X4155	Medium	Fulfilled	2-Day	20	 $19.47 	 $28.23 	0%	 $564.60 	Reese Lee
ORD-100463	CUST-10108	31.05.2024	01.06.2024	Blue Ridge Partners	Finance	Central	Office Supplies	Cleaning	SKU-J7389	Low	Fulfilled	Pickup	10	 $25.80 	 $36.12 	5%	 $343.14 	Jamie Johnson
ORD-100464	CUST-10062	05.04.2025		Canyon Logistics	HR	East	Office Supplies	Hardware	SKU-M2964	Low	Approved	Overnight	5	 $27.34 	 $39.64 	0%	 $198.20 	Jamie Anderson
ORD-100465	CUST-10106	07.10.2025	14.10.2025	Pioneer Associates	Procurement	West	Hardware	Software	SKU-J4443	Medium	Fulfilled	Overnight	10	 $38.36 	 $53.70 	0%	 $537.00 	Jamie Johnson
ORD-100466	CUST-10151	12.05.2025	13.05.2025	Vertex Enterprises	Marketing	Central	Hardware	Services	SKU-J1534	Medium	Fulfilled	Pickup	1	 $25.36 	 $34.24 	0%	 $34.24 	Cameron Robinson
ORD-100467	CUST-10108	24.06.2025	02.07.2025	Blue Ridge Partners	Sales	Central	Office Supplies	Software	SKU-E4527	High	Delayed	Pickup	2	 $21.57 	 $26.96 	5%	 $51.22 	Jamie Anderson
ORD-100468	CUST-10088	29.09.2025		Bright Associates	Operations	East	Hardware	Paper & Printing	SKU-B6413	High	Approved	2-Day	1	 $30.16 	 $40.72 	5%	 $38.68 	Avery Thomas
ORD-100469	CUST-10129	24.03.2025	31.03.2025	Canyon Partners	HR	East	Hardware	Tech Accessories	SKU-Z7916	Medium	Delayed	Pickup	2	 $14.05 	 $19.67 	0%	 $39.34 	Reese Lee
ORD-100470	CUST-10188	02.03.2025	04.03.2025	Summit Holdings	IT	West	Software	Cleaning	SKU-Z5232	Low	Fulfilled	2-Day	10	 $10.97 	 $15.91 	0%	 $159.10 	Cameron Robinson
ORD-100471	CUST-10033	14.11.2025		Harbor Enterprises	HR	West	Office Supplies	Software	SKU-J4443	Medium	New	Pickup	12	 $38.36 	 $53.70 	5%	 $612.18 	Reese Lee
ORD-100472	CUST-10142	28.08.2024		Riverbend Associates	Finance		Services	Paper & Printing	SKU-M2291	Medium	Approved	2-Day	5	 $58.47 	 $84.78 	0%	 $423.90 	Jordan Lee
ORD-100473	CUST-10086	02.02.2024	08.02.2024	Evergreen Enterprises	Operations	East	Office Supplies	Hardware	SKU-L8066	Medium	Fulfilled	Pickup	3	 $18.85 	 $27.33 	0%	 $81.99 	Jordan White
ORD-100474	CUST-10068	17.02.2024	25.02.2024	Vertex Enterprises	HR	West	Software	Hardware	SKU-Q1434	Low	Fulfilled	Ground	12	 $35.03 	 $50.79 	15%	 $518.06 	Sawyer Lee
ORD-100475	CUST-10027	13.04.2025	16.04.2025	Crescent Services	Procurement	East	Hardware	Paper & Printing	SKU-Y4404	Low	Delayed	Ground	3	 $8.54 	 $10.67 	10%	 $28.81 	Jamie Anderson
ORD-100476	CUST-10052	07.10.2025	10.10.2025	Summit Solutions	IT	Central	Office Supplies	Tech Accessories	SKU-Z7916	Medium	Fulfilled	Pickup	10	 $14.05 	 $19.67 	15%	 $167.20 	Jamie Anderson
ORD-100477	CUST-10085	24.10.2025	01.11.2025	Bright Partners	Procurement	East	Office Supplies	Software	SKU-E6718	Low	Fulfilled	Pickup	5	 $20.79 	 $28.07 	0%	 $140.35 	Taylor Brown
ORD-100478	CUST-10129	15.12.2024	19.12.2024	Canyon Partners	HR	East	Office Supplies	Paper & Printing	SKU-N9565	Medium	Fulfilled	Overnight	5	 $36.82 	 $47.87 	15%	 $203.45 	Sawyer Allen
ORD-100479	CUST-10107	04.06.2024		Harbor Foundation	Procurement	Central	Office Supplies	Software	SKU-M6363	Low	Approved	Pickup	20	 $55.30 	 $74.66 	5%	 $1’418.54 	Jordan Lee
ORD-100480	CUST-10007	29.11.2025	05.12.2025	Pioneer Industries	Operations	Central	Office Supplies	Paper & Printing	SKU-X5920	High	Fulfilled	Ground	2	 $22.15 	 $31.01 	0%	 $62.02 	Jordan White
ORD-100481	CUST-10111	15.02.2025	24.02.2025	Apex Holdings	Finance	East	Office Supplies	Software	SKU-B2512	High	Delayed	2-Day	20	 $43.88 	 $54.85 	10%	 $987.30 	Sawyer Lee
ORD-100482	CUST-10102	29.10.2024	03.11.2024	Riverbend Holdings	Marketing	West	Software	Paper & Printing	SKU-A5658	Low	Fulfilled	Overnight	10	 $30.64 	 $42.90 	0%	 $429.00 	Sawyer Garcia
ORD-100483	CUST-10037	24.06.2025	01.07.2025	Harbor Consulting	Marketing	East	Office Supplies	Tech Accessories	SKU-I8579	Medium	Delayed	Pickup	10	 $24.35 	 $34.09 	15%	 $289.77 	Avery Thomas
ORD-100484	CUST-10021	21.07.2024	26.07.2024	Pioneer Consulting	Finance	West	Hardware	Hardware	SKU-I7484	Medium	Fulfilled	2-Day	2	 $26.96 	 $37.74 	10%	 $67.93 	Casey Brown
ORD-100485	CUST-10130	06.08.2024	16.08.2024	Canyon Solutions	Sales	West	Office Supplies	Cleaning	SKU-W8434	Medium	Fulfilled	Ground	3	 $11.26 	 $15.20 	0%	 $45.60 	Casey Brown
ORD-100486	CUST-10198	21.09.2024		Pioneer Foundation	IT	West	Software	Hardware	SKU-F2229	Low	New	Ground	5	 $24.18 	 $33.85 	0%	 $169.25 	Blake Martinez
ORD-100487	CUST-10090	04.10.2025		Redwood Associates	Finance	Central	Office Supplies	Tech Accessories	SKU-I8579	Medium	New	Overnight	1	 $24.35 	 $34.09 	10%	 $30.68 	Sawyer Garcia
ORD-100488	CUST-10060	09.04.2025	14.04.2025	Apex Systems	Procurement	East	Software	Software	SKU-Q3927	Medium	Fulfilled	2-Day	3	 $11.28 	 $15.23 	0%	 $45.69 	Reese Lee
ORD-100489	CUST-10172	13.11.2025		Crescent Consulting	HR	West	Software	Hardware	SKU-F2229	Medium	Approved	Overnight	1	 $24.18 	 $33.85 	10%	 $30.47 	Sawyer Patel
ORD-100490	CUST-10116	16.07.2024		Crescent Foundation	Finance	Central	Office Supplies	Breakroom	SKU-A7396	Medium	Approved	Ground	3	 $12.54 	 $16.93 	0%	 $50.79 	Jamie Young
ORD-100491	CUST-10054	13.05.2024		Harbor Systems	Operations	East	Office Supplies	Software	SKU-B1893	Medium	Approved	Pickup	20	 $22.45 	 $29.18 	0%	 $583.60 	Sawyer Patel
ORD-100492	CUST-10108	25.05.2025	03.06.2025	Blue Ridge Partners	Operations	Central	Hardware	Software	SKU-M6363	Low	Fulfilled	Pickup	2	 $55.30 	 $74.66 	0%	 $149.32 	Taylor Smith
ORD-100493	CUST-10182	10.05.2024	18.05.2024	Blue Ridge Partners	Operations	Central	Office Supplies	Services	SKU-A2832	Medium	Fulfilled	Ground	12	 $21.67 	 $28.17 	15%	 $287.33 	Skyler Jackson
ORD-100494	CUST-10191	29.04.2025	05.05.2025	Silverline Systems	HR	East	Services	Cleaning	SKU-Y8251	Medium	Delayed	Pickup	3	 $57.16 	 $82.88 	0%	 $248.64 	Jamie Anderson
ORD-100495	CUST-10010	08.08.2025		Silverline Industries	Sales	Central	Office Supplies	Tech Accessories	SKU-Q9085	Medium	Cancelled	Overnight	3	 $18.01 	 $22.51 	0%	 $67.53 	Jamie Johnson
ORD-100496	CUST-10036	29.01.2024	06.02.2024	Blue Ridge Associates	Procurement	Central	Hardware	Tech Accessories	SKU-H3662	High	Delayed	Overnight	12	 $16.91 	 $21.14 	0%	 $253.68 	Finley White
ORD-100497	CUST-10140	03.01.2024	09.01.2024	Canyon Enterprises	IT	West	Office Supplies	Hardware	SKU-R3167	High	Fulfilled	Overnight	2	 $17.63 	 $22.92 	10%	 $41.26 	Emerson Martinez
ORD-100498	CUST-10184	21.01.2025	29.01.2025	Vertex Logistics	Procurement	West	Hardware	Hardware	SKU-U3441	Low	Fulfilled	Pickup	10	 $22.07 	 $27.59 	5%	 $262.11 	Sawyer Allen
ORD-100499	CUST-10022	01.06.2024		Redwood Solutions	Procurement	West	Hardware	Services	SKU-Q5119	Medium	Approved	Pickup	20	 $29.16 	 $36.45 	0%	 $729.00 	Casey Brown
ORD-100500	CUST-10188	16.02.2024	18.02.2024	Summit Holdings	IT	West	Hardware	Breakroom	SKU-W5844	Low	Fulfilled	Overnight	1	 $13.35 	 $17.36 	10%	 $15.62 	Cameron Garcia
ORD-100501	CUST-10021	21.10.2025	22.10.2025	Pioneer Consulting	HR	West	Services	Hardware	SKU-I7484	Medium	Fulfilled	2-Day	10	 $26.96 	 $37.74 	5%	 $358.53 	Jordan Lee
